movie_id,name_rus,kp_rating,movie_duration,kp_rating_count,movie_year,imdb_rating,imdb_rating_count,genres,countries,budget,critics_rating,name_eng
10000,Иезавель,7.411,104,518.0,1938,7.6,8585.0,"драма, мелодрама",США,$1 250 000,94.0,Jezebel
10005,Живем один раз,7.168,86,330.0,1937,7.4,3812.0,"фильм-нуар, драма, криминал",США,$575 000,100.0,You Only Live Once
10033,Исход,6.599,208,193.0,1960,6.8,6618.0,"боевик, драма, военный, история",США,$4 000 000,62.0,Exodus
10055,Бумеранг!,6.906,88,153.0,1947,7.3,2680.0,"фильм-нуар, драма, криминал",США,$1 140 000,75.0,Boomerang!
100552,Крик совы,6.395,91,640.0,2006,5.6,6147.0,"комедия, приключения, семейный",США,$15 000 000,26.0,Hoot
1006,Подозрение,7.508,99,2146.0,1941,7.5,22794.0,"триллер, детектив",США,$1 800 000,100.0,Suspicion
10074,Рождественские каникулы,7.154,97,6694.0,1989,7.6,98361.0,"комедия, семейный",США,$27 000 000,64.0,Christmas Vacation
10079,Тора! Тора! Тора!,7.544,144,803.0,1970,7.5,24305.0,"военный, история, боевик, драма","Япония, США",$25 000 000,59.0,Tora! Tora! Tora!
10105,На холостом ходу,7.633,116,531.0,1988,7.7,9725.0,"драма, мелодрама, криминал, музыка",США,$3 000 000,85.0,Running on Empty
1012,Ганга Дин,6.461,117,198.0,1939,7.5,8539.0,"приключения, военный",США,$1 910 000,92.0,Gunga Din
10120,Ростовщик,7.549,116,261.0,1964,7.8,5762.0,драма,США,$500 000,100.0,The Pawnbroker
10136,Супергёрл,5.034,120,636.0,1984,4.3,13435.0,"фантастика, фэнтези, боевик, приключения","Великобритания, США",$35 000 000,7.0,Supergirl
10156,Как украсть миллион,8.242,123,48124.0,1966,7.6,16484.0,"мелодрама, комедия, криминал",США,$6 000 000,100.0,How to Steal a Million
10157,Кулик,7.255,117,150.0,1965,6.2,2005.0,драма,США,$5 300 000,10.0,The Sandpiper
1017,Топпер,6.668,97,146.0,1937,7.4,4921.0,"фэнтези, мелодрама, комедия",США,$500 000,94.0,Topper
101711,16 кварталов,7.223,105,20751.0,2006,6.6,109367.0,"боевик, триллер, драма, криминал","Германия, США",$52 000 000,55.0,16 Blocks
10174,Лев пустыни,7.347,173,176.0,1981,8.4,9033.0,"драма, военный, биография, история","Ливия, США",$35 000 000,80.0,Lion of the Desert
10198,Грек Зорба,7.844,142,658.0,1964,7.8,14752.0,"драма, приключения","Греция, США",$783 000,86.0,Alexis Zorbas
102122,Линкольн,6.923,150,22969.0,2012,7.4,184772.0,"драма, военный, биография, история","США, Индия",$65 000 000,90.0,Lincoln
102124,Пираты Карибского моря: На краю Света,8.039,169,184101.0,2007,7.1,439776.0,"фэнтези, боевик, приключения",США,$300 000 000,45.0,Pirates of the Caribbean: At World's End
102125,Вавилон,7.564,143,46429.0,2006,7.5,232753.0,драма,"Франция, США, Мексика",$25 000 000,69.0,Babel
102127,Как трусливый Роберт Форд убил Джесси Джеймса,7.157,160,19114.0,2007,7.6,128470.0,"драма, криминал, вестерн, биография, история","США, Канада, Великобритания",$30 000 000,76.0,The Assassination of Jesse James by the Coward Robert Ford
102128,Жена путешественника во времени,7.663,107,64006.0,2008,7.1,111925.0,"фантастика, фэнтези, драма, мелодрама",США,$39 000 000,38.0,The Time Traveler's Wife
102130,Дом у озера,7.822,99,80502.0,2006,6.8,107656.0,"фэнтези, драма, мелодрама","США, Австралия",$40 000 000,35.0,The Lake House
102136,Смертельная гонка,7.131,111,58898.0,2008,6.4,158238.0,"фантастика, боевик, триллер","США, Германия, Великобритания",$45 000 000,43.0,Death Race
102138,Одинокие сердца,7.026,108,7804.0,2005,6.5,16834.0,"триллер, драма, мелодрама, криминал","Германия, США",$18 000 000,48.0,Lonely Hearts
102143,Никогда не говори «Прощай»,8.372,193,2928.0,2006,6.0,12388.0,драма,Индия,INR 700 000 000,60.0,Kabhi Alvida Naa Kehna
102146,Кот в сапогах,7.146,90,70714.0,2011,6.7,109448.0,"мультфильм, фэнтези, комедия, приключения, семейный",США,$130 000 000,84.0,Puss in Boots
102147,Держи ритм,7.703,118,14771.0,2006,6.7,21178.0,"драма, музыка",США,$30 000 000,44.0,Take the Lead
102148,Плетеный человек,5.509,102,17579.0,2006,3.6,50505.0,"ужасы, триллер, детектив","США, Германия, Канада",$40 000 000,15.0,The Wicker Man
102151,Хэнкок,7.483,88,131834.0,2008,6.4,326842.0,"фантастика, боевик, драма, комедия",США,$150 000 000,41.0,Hancock
102152,Джейн Остин,7.888,120,41401.0,2006,7.1,41831.0,"драма, мелодрама, биография","Великобритания, Ирландия",$16 500 000,57.0,Becoming Jane
102153,Свободная зона,5.608,90,408.0,2005,5.9,2497.0,"драма, комедия","Израиль, Бельгия, Франция, Испания",$1 234 567,26.0,Free Zone
102160,Развод по-американски,6.556,106,22356.0,2006,5.8,96823.0,"драма, мелодрама, комедия",США,$52 000 000,33.0,The Break-Up
102178,Бесчестье,6.762,119,1306.0,2008,6.6,4349.0,драма,"Австралия, ЮАР",$10 000 000,82.0,Disgrace
102181,Шайтан,5.284,94,4178.0,2006,5.6,6506.0,"ужасы, триллер, комедия",Франция,€2 700 000,53.0,Sheitan
102186,Снежный пирог,7.476,112,5192.0,2006,7.6,10506.0,"драма, мелодрама","Канада, Великобритания",$12 000 000,66.0,Snow Cake
102198,Иллюзионист,8.043,110,174780.0,2005,7.6,284917.0,"триллер, драма, мелодрама, детектив","США, Чехия",$16 500 000,74.0,The Illusionist
102199,Лондон,6.987,92,10535.0,2005,6.6,18481.0,"драма, мелодрама","Великобритания, США",$2 000 000,14.0,London
102200,Лезвия славы: Звездуны на льду,6.241,93,6757.0,2007,6.3,120660.0,"комедия, спорт",США,$61 000 000,69.0,Blades of Glory
102201,Разрисованная вуаль,7.939,125,49556.0,2006,7.5,75432.0,"драма, мелодрама","Китай, США, Канада",$34 000 000,74.0,The Painted Veil
102207,Наблюдение,6.053,97,961.0,2008,6.4,14221.0,"триллер, драма, криминал, детектив","США, Германия, Канада",$3 500 000,54.0,Surveillance
102209,Оптом дешевле 2,6.887,94,10413.0,2005,5.4,40646.0,"комедия, приключения, семейный","США, Канада",$60 000 000,6.0,Cheaper by the Dozen 2
102215,Дурдом на колесах,6.148,99,4266.0,2006,5.5,43579.0,"комедия, приключения, семейный","Великобритания, Германия, США",$50 000 000,23.0,RV
102216,Ночной слушатель,5.994,81,827.0,2006,5.9,12674.0,"детектив, драма, триллер",США,$10 000 000,40.0,The Night Listener
102221,Охранник,6.22,108,2612.0,2006,6.1,41116.0,"боевик, триллер, криминал",США,$60 000 000,33.0,The Sentinel
102229,Жатва,6.603,99,13748.0,2007,5.7,36086.0,"ужасы, триллер",США,$50 000 000,8.0,The Reaping
102232,Беовульф,6.186,113,34588.0,2007,6.3,137218.0,"мультфильм, фэнтези, боевик, драма, приключения",США,$150 000 000,71.0,Beowulf
102233,Разрыв,7.817,116,348.0,2007,7.0,2199.0,"драма, мелодрама","Канада, ЮАР, Великобритания",$10 000 000,38.0,Partition
102241,Каратель: Территория войны,5.989,103,7135.0,2008,6.0,45103.0,"боевик, триллер, драма, криминал","США, Канада, Германия",$35 000 000,27.0,Punisher: War Zone
102245,Пекло,7.369,107,57109.0,2007,7.3,178770.0,"фантастика, триллер, приключения","Великобритания, США",$50 000 000,76.0,Sunshine
102250,Девушка из воды,5.644,110,6266.0,2006,5.7,76384.0,"фэнтези, триллер, детектив",США,$70 000 000,24.0,Lady in the Water
102251,Байкеры 2: Настоящие чувства,7.957,152,1824.0,2006,6.4,16372.0,"боевик, триллер",Индия,INR 350 000 000,88.0,Dhoom:2
102252,Банти и Бабли,7.724,170,537.0,2005,6.2,4033.0,"комедия, криминал, приключения",Индия,INR 100 000 000,80.0,Bunty Aur Babli
102260,42,7.495,128,8043.0,2013,7.5,61685.0,"спорт, драма, биография",США,$40 000 000,79.0,42
102277,Несколько дней в сентябре,5.801,116,226.0,2006,5.4,1546.0,"триллер, драма, военный","Италия, Франция, Португалия",€10 000 000,44.0,Quelques jours en septembre
102284,Грейси,6.89,95,1073.0,2007,6.2,3546.0,"драма, биография, спорт",США,$9 000 000,60.0,Gracie
102286,Наши соседи Ямада,7.797,104,1017.0,1999,7.3,6168.0,"аниме, мультфильм, комедия, семейный",Япония,¥2 000 000 000,75.0,Houhokekyo tonari no Yamada-kun
102295,Остаться в живых,6.413,85,12635.0,2006,5.0,24640.0,"ужасы, триллер",США,$9 000 000,9.0,Stay Alive
102298,Хороший немец,5.722,105,1848.0,2006,6.1,21083.0,"триллер, драма, детектив",США,$32 000 000,33.0,The Good German
1023,Сильвия Скарлетт,6.652,95,137.0,1935,6.3,2569.0,"драма, мелодрама, комедия",США,$1 000 000,88.0,Sylvia Scarlett
102308,Дублер,7.061,85,4137.0,2006,6.6,7747.0,"драма, комедия","Франция, Италия, Бельгия",€25 320 000,70.0,La doublure
102312,Изгоняющий дьявола: Приквел,4.736,117,740.0,2005,5.4,7636.0,"ужасы, триллер, драма",США,$30 000 000,30.0,Dominion: Prequel to the Exorcist
102328,Дежавю,7.839,126,83276.0,2006,7.0,234475.0,"фантастика, боевик, триллер","США, Великобритания",$75 000 000,55.0,Deja Vu
102330,Аквамарин,6.311,104,5787.0,2006,5.2,27848.0,"фэнтези, мелодрама, комедия, семейный","США, Австралия",$12 000 000,51.0,Aquamarine
102343,Хостел,6.152,94,28976.0,2005,5.9,130529.0,ужасы,США,$4 800 000,61.0,Hostel
102375,Санта Клаус 3,5.802,88,2074.0,2006,4.6,19082.0,"фэнтези, комедия, приключения, семейный",США,$12 000 000,15.0,The Santa Clause 3: The Escape Clause
102376,Кровавый алмаз,7.822,143,67332.0,2006,8.0,378893.0,"триллер, драма, приключения","США, Германия",$100 000 000,62.0,Blood Diamond
102393,История одного вампира,5.985,109,22249.0,2009,6.0,35464.0,"фэнтези, боевик, триллер, приключения",США,$40 000 000,38.0,Cirque du Freak: The Vampire's Assistant
10243,Они умерли на своих постах,6.656,140,115.0,1941,7.3,4344.0,"драма, мелодрама, вестерн, военный, биография",США,$2 200 000,80.0,They Died with Their Boots On
102445,Не вижу зла,5.785,84,9056.0,2006,5.1,20989.0,"ужасы, триллер","США, Австралия",$8 000 000,8.0,See No Evil
102472,Сочувствие госпоже Месть,7.555,112,8151.0,2005,7.7,51525.0,"ужасы, триллер, драма, криминал",Корея Южная,KRW 4 200 000 000,74.0,Chinjeolhan geumjassi
102474,Борат,6.558,84,50327.0,2006,7.3,276294.0,комедия,"США, Великобритания",$18 000 000,91.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
102482,Блок Пати,6.959,103,135.0,2005,7.2,7553.0,"документальный, комедия, музыка",США,$3 000 000,92.0,Block Party
102510,Знамение,6.885,121,83572.0,2009,6.2,183451.0,"фантастика, триллер, драма, детектив","США, Великобритания, Австралия",$50 000 000,33.0,Knowing
102531,Через Вселенную,7.821,133,22702.0,2007,7.4,90066.0,"мюзикл, фэнтези, драма, мелодрама","США, Великобритания",$70 000 000,53.0,Across the Universe
102579,Пивная лига,5.595,86,231.0,2006,6.0,6818.0,"комедия, спорт",США,$2 000 000,27.0,Beer League
102610,Рабство,7.536,120,3953.0,2007,7.5,14223.0,"триллер, драма, криминал","Германия, США",$12 000 000,29.0,Trade
102611,10 000 лет до н.э.,6.284,110,23034.0,2008,5.1,102906.0,"фэнтези, боевик, драма, приключения, история","США, ЮАР",$105 000 000,8.0,"10,000 BC"
10272,Надзиратель,6.398,93,194.0,2001,6.4,5457.0,"комедия, криминал",Великобритания,$6 000 000,67.0,The Parole Officer
10273,13-й воин,7.501,102,26745.0,1999,6.6,98392.0,"боевик, детектив, приключения",США,$160 000 000,33.0,The 13th Warrior
102740,День восьмой,7.456,118,1410.0,1996,7.6,6806.0,"драма, комедия","Бельгия, Франция, Великобритания",FRF 25 000 000,67.0,Le huitième jour
102838,Зодиак,7.339,158,75849.0,2007,7.7,273521.0,"триллер, драма, криминал, детектив",США,$65 000 000,89.0,Zodiac
102864,Когда сталкиваются миры,5.802,83,240.0,1951,6.7,5011.0,"фантастика, семейный",США,$936 000,77.0,When Worlds Collide
10294,Розовая пантера наносит ответный удар,7.005,103,427.0,1976,7.2,21143.0,"триллер, комедия, криминал","Великобритания, США",$6 000 000,83.0,The Pink Panther Strikes Again
103027,Непослушный Бабби,6.945,114,298.0,1993,7.5,8799.0,комедия,"Австралия, Италия",$750 000,83.0,Bad Boy Bubby
10304,Смешная девчонка,8.059,155,3789.0,1968,7.5,12461.0,"мюзикл, драма, мелодрама, комедия, биография",США,$14 100 000,92.0,Funny Girl
103059,Воссоединение семьи Мэдеи,4.818,107,151.0,2006,4.9,8632.0,"драма, мелодрама, комедия",США,$6 000 000,25.0,Madea's Family Reunion
103147,Черный ирландец,6.956,95,506.0,2007,7.1,2257.0,драма,США,$3 000 000,31.0,Black Irish
103156,Эскадрилья «Лафайет»,7.427,140,11901.0,2006,6.6,34255.0,"боевик, драма, мелодрама, приключения, военный, история","Великобритания, США",$60 000 000,33.0,Flyboys
103160,Джордж Вашингтон,6.24,90,180.0,2000,7.5,5908.0,драма,США,$42 000,84.0,George Washington
103224,Черепашки-ниндзя,6.763,87,14921.0,2007,6.3,51943.0,"мультфильм, фантастика, фэнтези, боевик, комедия, приключения, семейный","Гонконг, США",$34 000 000,34.0,TMNT
103301,Натянутая тетива,7.441,90,4570.0,2005,7.2,8540.0,"драма, мелодрама","Корея Южная, Япония",$950 000,83.0,Hwal
10335,Призрак оперы,6.545,92,246.0,1943,6.5,4232.0,"ужасы, триллер, драма, мелодрама, музыка",США,$1 500 000,74.0,Phantom of the Opera
103390,Клятва,6.916,103,2927.0,2005,5.6,8041.0,"фэнтези, боевик, драма","Китай, Корея Южная, США",HKD 6 000 000,31.0,Wu ji
103391,"Город грехов 2: Женщина, ради которой стоит убивать",6.886,94,59115.0,2014,6.5,102370.0,"триллер, криминал",США,$65 000 000,44.0,Sin City: A Dame to Kill For
103392,Пульс,6.113,90,14547.0,2006,4.7,24131.0,"ужасы, фантастика",США,$20 500 000,10.0,Pulse
103412,Спуск,6.851,99,32186.0,2005,7.2,148734.0,"ужасы, фантастика, приключения",Великобритания,£3 500 000,85.0,The Descent
103494,Горный патруль,7.347,98,173.0,2004,7.7,3925.0,"боевик, драма","Китай, Гонконг",CNY 10 000 000,98.0,Kekexili
103497,Восставший из ада 8: Адский мир (видео),4.293,95,1804.0,2003,4.2,6259.0,"ужасы, триллер","США, Румыния",$5 000 000,20.0,Hellraiser: Hellworld
103498,Восставший из ада 7: Армия мертвецов (видео),4.657,88,1796.0,2003,4.6,6053.0,"ужасы, триллер, детектив","США, Румыния",$4 000 000,17.0,Hellraiser: Deader
103572,Грайндхаус,7.104,191,34479.0,2007,7.6,151690.0,"ужасы, фантастика, боевик, триллер, комедия, криминал, приключения",США,$67 000 000,83.0,Grindhouse
103627,Нас приняли!,6.909,93,23276.0,2006,6.5,100280.0,комедия,США,$23 000 000,36.0,Accepted
103644,Эрагон,6.056,104,26679.0,2006,5.1,105630.0,"фэнтези, боевик, приключения, семейный","США, Великобритания, Венгрия",$100 000 000,16.0,Eragon
10365,Шаровая молния,7.402,130,8325.0,1965,7.0,79961.0,"боевик, триллер, приключения",Великобритания,$9 000 000,85.0,Thunderball
1037,Она обошлась с ним нечестно,5.839,66,247.0,1933,6.5,4049.0,"мюзикл, драма, мелодрама, комедия, история",США,$200 000,95.0,She Done Him Wrong
10370,Язон и аргонавты,7.049,104,673.0,1963,7.4,16417.0,"фэнтези, приключения, семейный","Великобритания, США",$1 000 000,93.0,Jason and the Argonauts
103726,Спасительный рассвет,7.015,120,5938.0,2006,7.4,79871.0,"драма, приключения, военный, биография","США, Люксембург",$28 000 000,90.0,Rescue Dawn
103733,Лабиринт Фавна,7.557,118,82577.0,2006,8.3,422484.0,"фэнтези, драма, военный","Испания, Мексика, США",$19 000 000,95.0,El laberinto del fauno
103734,Кунг-фу Панда,7.778,91,114583.0,2008,7.6,286273.0,"мультфильм, боевик, комедия, приключения, семейный",США,$130 000 000,87.0,Kung Fu Panda
103785,Не пойман – не вор,7.829,129,58716.0,2006,7.6,255959.0,"триллер, драма, криминал, детектив",США,$45 000 000,86.0,Inside Man
103787,Омен,6.122,110,22685.0,2006,5.5,46629.0,"ужасы, триллер, детектив",США,$25 000 000,27.0,The Omen
103788,Вакансия на жертву,6.503,85,9828.0,2007,6.2,75765.0,"ужасы, триллер",США,$19 000 000,56.0,Vacancy
103791,Эван Всемогущий,6.069,96,39599.0,2007,5.4,108675.0,"фэнтези, комедия, семейный",США,$175 000 000,23.0,Evan Almighty
104127,Битва на небесах,5.379,98,645.0,2005,5.7,4765.0,драма,"Мексика, Бельгия, Франция, Германия, Нидерланды",€1 601 792,46.0,Batalla en el cielo
10427,С тех пор как вы ушли,7.12,120,120.0,1944,7.6,3272.0,"драма, мелодрама, военный",США,$2 400 000,67.0,Since You Went Away
10448,Отважные капитаны,7.447,117,280.0,1937,8.0,6478.0,"драма, приключения, семейный",США,$1 645 000,92.0,Captains Courageous
10450,Дама с камелиями,7.619,109,855.0,1936,7.6,5463.0,"драма, мелодрама",США,$1 486 000,91.0,Camille
10457,Знак вампира,5.931,60,263.0,1935,6.3,3053.0,"ужасы, детектив",США,$305 177,77.0,Mark of the Vampire
1047,Дом мертвецов,2.807,90,3751.0,2003,2.0,30996.0,"ужасы, боевик, триллер, драма, комедия","Германия, Канада, США",$12 000 000,4.0,House of the Dead
1048,Баллистика: Экс против Сивер,4.869,91,2319.0,2002,3.6,16337.0,"фантастика, боевик, триллер, криминал","США, Германия",$70 000 000,0.0,Ballistic: Ecks vs. Sever
1049,Репликант,6.09,100,4316.0,2001,5.3,10739.0,"фантастика, боевик, триллер",США,$17 000 000,27.0,Replicant
104901,Хитмэн,5.857,89,38437.0,2007,6.3,134578.0,"боевик, триллер, драма, криминал","Франция, США",$24 000 000,14.0,Hitman
104903,Декабрьские мальчики,7.148,105,7163.0,2007,6.6,9932.0,"драма, мелодрама",Австралия,$4 000 000,41.0,December Boys
104904,Люди Икс: Начало. Росомаха,7.477,107,117251.0,2009,6.7,346276.0,"фантастика, боевик, триллер, приключения","США, Великобритания",$150 000 000,38.0,X-Men Origins: Wolverine
104905,Сенсация,7.155,96,25357.0,2006,6.7,63341.0,"комедия, детектив","Великобритания, США",$4 000 000,39.0,Scoop
104906,Американская мечта,5.844,107,1758.0,2006,5.5,22425.0,"комедия, музыка",США,$17 000 000,41.0,American Dreamz
104910,Призраки Гойи,7.519,109,13331.0,2006,6.9,24155.0,"драма, биография, история","США, Испания",$50 000 000,30.0,Goya's Ghosts
104920,Громобой,5.633,93,12405.0,2006,5.1,19799.0,"боевик, триллер, приключения, семейный","Германия, США, Великобритания",£25 000 000,33.0,Stormbreaker
104921,Спасатель,7.983,139,35109.0,2006,6.8,73518.0,"драма, приключения",США,$70 000 000,37.0,The Guardian
104924,Идеальный незнакомец,6.889,109,19014.0,2007,5.7,36089.0,"триллер, криминал, детектив",США,$60 795 000,11.0,Perfect Stranger
104926,"Прощай, детка, прощай",7.38,114,19898.0,2007,7.7,178062.0,"триллер, драма, криминал, детектив",США,$19 000 000,94.0,Gone Baby Gone
104927,Отпуск по обмену,7.644,138,85481.0,2006,6.9,175244.0,"мелодрама, комедия",США,$85 000 000,47.0,The Holiday
104929,По прозвищу «Чистильщик»,5.578,91,3789.0,2006,4.5,9626.0,"боевик, комедия, криминал",США,$20 000 000,4.0,Code Name: The Cleaner
104938,В погоне за счастьем,8.274,117,157237.0,2006,7.9,308595.0,"драма, биография",США,$55 000 000,67.0,The Pursuit of Happyness
104941,Вне закона,6.872,105,380.0,2006,5.9,8254.0,"драма, мелодрама, комедия, криминал, музыка",США,$20 000 000,62.0,ATL
104942,Скандальный дневник,7.225,92,9724.0,2006,7.4,62048.0,"триллер, драма",Великобритания,$15 000 000,87.0,Notes on a Scandal
104945,Майкл Клейтон,6.723,119,8586.0,2007,7.3,131088.0,"триллер, драма, криминал, детектив",США,$25 000 000,90.0,Michael Clayton
104952,Рэмбо IV,6.898,91,31033.0,2007,7.1,176315.0,"боевик, триллер, военный","Германия, США",$50 000 000,37.0,Rambo
104964,Пристрели их,6.972,86,32129.0,2007,6.7,124731.0,"боевик, триллер, комедия, криминал",США,$39 000 000,67.0,Shoot 'Em Up
104978,Стон черной змеи,7.081,116,3745.0,2006,7.0,49855.0,"драма, музыка",США,$15 000 000,66.0,Black Snake Moan
104990,Мальчишник,5.808,98,382.0,2006,6.2,3873.0,"драма, мелодрама, комедия, музыка",США,$3 000 000,52.0,The Groomsmen
104992,Дьявол носит «Prada»,7.535,109,103824.0,2006,6.8,275148.0,"драма, мелодрама, комедия","США, Франция",$35 000 000,75.0,The Devil Wears Prada
104994,Во имя короля: История осады подземелья,4.76,121,15094.0,2006,3.8,36811.0,"фэнтези, боевик, драма, приключения","Германия, Канада, США",$60 000 000,4.0,In the Name of the King: A Dungeon Siege Tale
105026,Юха,7.278,78,381.0,1999,7.0,1727.0,"драма, мелодрама, комедия",Финляндия,FIM 4 773 394,40.0,Juha
105053,Она – мужчина,6.904,105,58428.0,2006,6.4,105681.0,"мелодрама, комедия","США, Канада",$20 000 000,43.0,She's the Man
105114,Азур и Азмар,6.525,99,218.0,2006,7.4,1822.0,"мультфильм, фэнтези, приключения, семейный","Франция, Бельгия, Испания, Италия",€9 000 000,80.0,Azur et Asmar
105392,Маменькин сынок,5.252,94,387.0,2007,5.3,4864.0,"драма, комедия",США,$15 000 000,8.0,Mama's Boy
1054,Рождение,6.496,100,2853.0,2004,6.1,28464.0,"триллер, драма, мелодрама, детектив","США, Великобритания, Франция, Германия",$20 000 000,38.0,Birth
105745,Приходи пораньше,5.858,97,164.0,2006,6.2,2303.0,"драма, мелодрама",США,$6 000 000,83.0,Come Early Morning
105871,Последняя зима,5.127,101,511.0,2006,5.6,6815.0,"ужасы, триллер","США, Исландия",$50 000,76.0,The Last Winter
1059,Амистад,7.276,155,4067.0,1997,7.2,53737.0,"драма, история",США,$36 000 000,75.0,Amistad
105948,Скотт Пилигрим против всех,7.197,112,84978.0,2010,7.5,263129.0,"фэнтези, боевик, мелодрама, комедия","США, Великобритания, Канада, Япония",$60 000 000,82.0,Scott Pilgrim vs. the World
1060,Парк Юрского периода 2: Затерянный мир,7.057,123,32457.0,1997,6.5,255340.0,"фантастика, боевик, приключения",США,$73 000 000,52.0,The Lost World: Jurassic Park
106069,Слияние с зомби,3.885,75,163.0,2006,3.8,2019.0,ужасы,США,$1 000 000,50.0,Automaton Transfusion
106079,Тройной форсаж: Токийский дрифт,6.834,104,60458.0,2006,6.0,162869.0,"боевик, триллер, драма, криминал",США,$85 000 000,37.0,The Fast and the Furious: Tokyo Drift
106136,Пузырь,5.91,73,424.0,2005,6.6,6648.0,"драма, криминал, детектив",США,$1 600 000,72.0,Bubble
106165,Зачарованная,7.035,103,42351.0,2007,7.1,137820.0,"мультфильм, мюзикл, фэнтези, мелодрама, комедия, семейный",США,$85 000 000,93.0,Enchanted
106216,Зомби по имени Фидо,6.237,93,3860.0,2006,6.8,24040.0,"ужасы, драма, мелодрама, комедия",Канада,$8 000 000,72.0,Fido
106228,Попутчик,6.612,84,11814.0,2007,5.6,33491.0,"боевик, триллер, криминал",США,$20 000 000,21.0,The Hitcher
106229,Когда звонит незнакомец,5.871,87,5328.0,2006,5.0,32666.0,"ужасы, триллер",США,$15 000 000,9.0,When a Stranger Calls
106278,Дикость,6.214,93,3160.0,2006,6.2,7613.0,"ужасы, триллер",Великобритания,£3 000 000,25.0,Wilderness
106279,Корпоративка,6.042,96,3426.0,2006,6.6,30656.0,"ужасы, триллер, комедия","Великобритания, Германия, Венгрия",£5 000 000,65.0,Severance
106283,Две тысячи маньяков,5.806,83,234.0,1964,5.9,3175.0,ужасы,США,$65 000,31.0,Two Thousand Maniacs!
106284,Кровавый пир,4.948,67,301.0,1963,5.0,4004.0,ужасы,США,$24 500,36.0,Blood Feast
1065,Прирожденные убийцы,7.524,119,20657.0,1994,7.3,163833.0,"драма, криминал",США,$34 000 000,46.0,Natural Born Killers
106926,Погранзастава,7.04,94,140.0,2006,7.6,4309.0,"боевик, драма, комедия","Югославия, Хорватия, Словения, Босния-Герцеговина, Сербия и Черногория, Великобритания, Венгрия, Австрия",€1 200 000,80.0,Karaula
10703,Они ехали ночью,7.152,95,129.0,1940,7.3,5274.0,"фильм-нуар, триллер, драма, криминал",США,$400 000,94.0,They Drive by Night
1073,Пьяный рассвет,6.754,115,2009.0,1988,6.0,22122.0,"триллер, драма, мелодрама, криминал",США,$23 000 000,44.0,Tequila Sunrise
107413,Как потерять друзей и заставить всех тебя ненавидеть,6.554,110,28725.0,2008,6.5,60224.0,"драма, мелодрама, комедия",Великобритания,$28 000 000,36.0,How to Lose Friends & Alienate People
10770,Злые и красивые,7.715,118,692.0,1952,7.9,9440.0,"драма, мелодрама",США,$1 558 000,96.0,The Bad and the Beautiful
1081,Пришелец,6.879,95,5000.0,2001,6.2,19461.0,"фантастика, триллер, драма",США,$30 000 000,22.0,Impostor
10845,Перевал разбитых сердец,6.807,130,756.0,1986,6.8,28560.0,"боевик, драма, военный",США,$15 000 000,83.0,Heartbreak Ridge
10846,Имя ему Смерть,7.044,115,1657.0,1985,7.3,37173.0,вестерн,США,$6 900 000,92.0,Pale Rider
10847,Внезапный удар,6.834,117,1384.0,1983,6.6,29350.0,"боевик, триллер",США,$22 000 000,56.0,Sudden Impact
10852,Сквозь строй,6.577,109,631.0,1977,6.4,14832.0,"боевик, триллер",США,$5 500 000,82.0,The Gauntlet
10853,Подкрепление,6.856,96,1323.0,1976,6.8,30449.0,"боевик, триллер, криминал",США,$9 000 000,78.0,The Enforcer
10855,Громила и скороход,7.142,115,854.0,1974,7.1,15233.0,"драма, комедия, криминал",США,$4 000 000,86.0,Thunderbolt and Lightfoot
10857,Грязный Гарри,7.641,102,6884.0,1971,7.8,109084.0,"боевик, триллер, криминал",США,$4 000 000,95.0,Dirty Harry
10858,Сыграй мне перед смертью,6.77,102,686.0,1971,7.0,18222.0,триллер,США,$725 000,83.0,Play Misty for Me
1086,Тринадцатый этаж,7.574,100,29080.0,1999,7.0,48574.0,"фантастика, триллер, детектив","Германия, США",$16 000 000,29.0,The Thirteenth Floor
10860,Золото Калифорнии,6.399,158,263.0,1969,6.7,9056.0,"мюзикл, драма, мелодрама, комедия, вестерн",США,$20 000 000,21.0,Paint Your Wagon
10862,Вздерни их повыше,7.257,114,1448.0,1968,7.0,23882.0,вестерн,США,$1 800 000,92.0,Hang 'Em High
10878,Чокнутая,7.403,111,298.0,1987,6.7,4524.0,"триллер, драма",США,$25 000 000,38.0,Nuts
108801,Новый свет,6.507,118,458.0,2006,6.9,4054.0,"драма, мелодрама, история","Италия, Франция",€10 000 000,72.0,Nuovomondo
10882,Бездна,6.801,123,1343.0,1977,6.1,8188.0,"триллер, детектив, приключения",США,$9 000 000,36.0,The Deep
1089,Братья Ньютон,6.256,113,569.0,1998,6.0,7895.0,"боевик, драма, криминал, вестерн, история",США,$27 000 000,62.0,The Newton Boys
10900,Неприкаянные,7.297,124,1256.0,1961,7.4,12495.0,"драма, мелодрама, вестерн",США,$4 000 000,100.0,The Misfits
10906,Незабываемое,7.027,112,566.0,1996,5.9,3811.0,"фантастика, триллер, драма, детектив",США,$18 000 000,23.0,Unforgettable
1091,Люди в черном,7.979,98,155538.0,1997,7.3,375227.0,"фантастика, комедия",США,$90 000 000,92.0,Men in Black
10910,8 голов в одной сумке,6.503,95,1316.0,1997,5.2,7805.0,"комедия, криминал","США, Великобритания",$3 000 000,11.0,8 Heads in a Duffel Bag
